temperature,pressure,P,merit,mode,role
296.4086581,9132.641322,0,-0.6369047996,-1,dead
277.1325918,6701.082863,0,-0.6356649,-1,dead
298.8900101,10603.28052,0,-0.6355888336,-1,dead
298.7088622,10613.37158,0,-0.6336128434,-1,dead
287.7630585,7971.343125,0,-0.6302820858,-1,dead
234.1915715,5403.948002,0,-0.6269046931,-1,dead
273.4585583,6348.955593,0,-0.6120599444,-1,dead
275.0230786,6521.965837,0,-0.6072607903,-1,dead
299.7308238,9918.915778,0,-0.6008270066,-1,dead
284.9715713,7677.917879,0,-0.5979122479,-1,dead
283.9468935,7556.884647,0,-0.5958859807,-1,dead
238.1741671,9742.505574,0,-0.5956570335,-1,dead
299.1309357,9993.855993,0,-0.5906115314,-1,dead
298.4010893,10163.96463,0,-0.5897765851,-1,dead
299.0077191,9898.774161,0,-0.5847292119,-1,dead
239.39243,10059.13018,0,-0.5845191346,-1,dead
298.0280776,10231.08374,0,-0.5832386939,-1,dead
276.8153781,6760.847556,0,-0.5781989777,-1,dead
279.8598588,7102.54886,0,-0.5768740326,-1,dead
296.3680589,10453.29202,0,-0.5680274783,-1,dead
298.1643707,9963.365122,0,-0.5678931634,-1,dead
294.6077233,10721.34851,0,-0.5583539433,-1,dead
286.527899,7959.299717,0,-0.5537887353,-1,dead
293.9290433,8973.300007,0,-0.5517834448,-1,dead
282.9310029,7512.08353,0,-0.5514409158,-1,dead
288.2722473,8197.364371,0,-0.5486553614,-1,dead
237.0675898,8553.003718,0,-0.5473727082,-1,dead
292.9546012,10943.04072,0,-0.5417918279,-1,dead
295.195499,10341.07364,0,-0.5324354001,-1,dead
274.6606027,6610.046415,0,-0.5234542436,-1,dead
237.2596332,8619.500228,0,-0.5221554153,-1,dead
272.2820852,6368.773461,0,-0.5167974934,-1,dead
271.8761251,6331.785555,0,-0.512360606,-1,dead
268.757811,6016.035325,0,-0.512321623,-1,dead
287.7692811,8226.837933,0,-0.5012435624,-1,dead
293.7660435,10266.37894,0,-0.4952732399,-1,dead
291.4434688,10724.35271,0,-0.4938700025,-1,dead
269.6524359,6138.655554,0,-0.4920210532,-1,dead
282.9310007,7625.896917,0,-0.4916207988,-1,dead
295.0498467,9853.343634,0,-0.4826140365,-1,dead
293.9500595,10145.39422,0,-0.4822416419,-1,dead
242.5326685,10497.50692,0,-0.4798417219,-1,dead
287.2814379,8214.066386,0,-0.4792427975,-1,dead
294.3998764,9916.472492,0,-0.4767415958,-1,dead
295.085632,9762.015589,0,-0.4738042754,-1,dead
237.5614053,8679.762686,0,-0.4723130064,-1,dead
295.54079,9505.869217,0,-0.4662485584,-1,dead
244.4249653,10897.8471,0,-0.4659886003,-1,dead
293.7108174,9963.655061,0,-0.4621845978,-1,dead
242.5007384,10406.67436,0,-0.4569591138,-1,dead
291.2895595,10456.16622,0,-0.4551397074,-1,dead
293.0728174,10077.22528,0,-0.4549721964,-1,dead
238.4524284,9365.176369,0,-0.4540710662,-1,dead
291.2797153,8816.399503,0,-0.4537480596,-1,dead
235.5246898,5715.133804,0,-0.4521244093,-1,dead
288.3723978,10890.38897,0,-0.4514971489,-1,dead
269.2156319,6163.101307,0,-0.4456620156,-1,dead
280.1583179,7387.228087,0,-0.4411649879,-1,dead
290.9869597,8805.432341,0,-0.4409550925,-1,dead
290.5784436,8752.909543,0,-0.437821213,-1,dead
287.3322124,10980.81834,0,-0.4370297549,-1,dead
256.3714874,5013.431061,0,-0.4357064241,-1,dead
257.5629281,5115.479264,0,-0.431578527,-1,dead
293.5333015,9570.180954,0,-0.4235841898,-1,dead
287.7936532,10746.3553,0,-0.4225422702,-1,dead
282.8170102,7751.138104,0,-0.4222740402,-1,dead
